id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-DEV-0344,dev,The parliamentarian worked with both the Uganda people's congress and the national resistance movement.,Omukiise mu paalamenti yaliko mu Uganda people's congress ne National resistance movement.,Omunyeishengyero akakorera ekibiina kya Uganda Peoples Congress na National Resistance Movement.,Lamemba me ot moko cik otiyo ki dul me UPC Ki NRM bene,Abu emeeba loka airabet iswama keda epate loka UPC ka NRM.,Memba koloseni ni 'da nga azi Amuti politiki ni Uganda people's congress niri be azini national resistance movement niri be
SALT-DEV-0345,dev,Anite's side argued that Uganda Telecom is a government entity,Oludda lwa Anite lugamba nti Uganda Telecom kkampuni ya gavumenti.,Orubaju rwa Anite rukagira ngu Uganda Telecom n’ekitongore kya gavumenti.,Jo me tenge pa Anite cero lok ni Uganda Telecom obedo dul pa gamente.,Abu ewai loka Anite kotema ebe erai Uganda Telecom ekampuni loka apugan.,Te 'ba Anite vile 'diyi 'yo kini okalamvu 'di gavumete ni.
SALT-DEV-0346,dev,What makes power supply insufficient?,Ki ekiviirako embunyisa y'amasannyalaze obutamala?,"Ekirikureetera amashanyarazi kuba makye, nenki?",Ngo ma weko mac pe bedo ma oromo?,Inyobo ijaikit akim mam erai na ilosikino?,A'di e'yoni fe aci ma omgbo ni cazu ku ni?
SALT-DEV-0347,dev,Saying thank you takes nothing from you.,Okugamba nti weebale tekirina kye kikugyako.,"Okugamba ngu yebare, tiine ekikirikukwihaho.",Waco ni apwoyo pe kwanyo gin mokeken ki i komi,Alimun ebe eyalama emamei ibore elemari kane ijai ijo.,Yozu awa'difo ri 'duni afa azi engazu mi vu ku.
SALT-DEV-0348,dev,Take good care of yourself.,Weerabirire bulungi.,Oyerinde munonga.,Gwok kwoni  maber,Idar akonikuan ejok noi.,Emba mi ta oniru to
SALT-DEV-0349,dev,Termites have become a very big issue in this garden.,Enkuyege zifuuse ensonga ennene ennyo mu nnimiro eno.,Emishwa ehindukire ekizibu omu musiri ogu.,Okok odoko peko madit tutwal i poto man,Ayautu ikok ationis komusiri kana.,Ojiriko eyi eca curu'do e'yo azi ambu ni amvu 'di ma alea.
SALT-DEV-0350,dev,Honorable ministers are valuable people to the country.,Ba minisita baba bantu ba muwendo nnyo mu ggwanga.,Ba minisita n'abantu b'omugasho aha ihanga.,Minista gubedo dano me kony adada I lobo Uganda.,Ejokuna noi ajaut keda iminisitan lukangosibibib kotoma akwapuwok.,Ba inzile inzi ministaru 'diyi 'ba kari dri orodriru 'dinile 'diyi
SALT-DEV-0351,dev,All people were disappointed in her.,Yamazeemu abantu bonna amaanyi.,Abantu boona bakamuhwa amatsiko.,Cwiny dano weng ocwee i kome,Itunga kere apotu okadakisi kanu angesi.,Ba dria eyi eca candisi eri si
SALT-DEV-0352,dev,The path was very bushy.,Akakubo kaalimu ensiko nnyingi.,Omuhanda gukaba gwijwire ebinyatsi.,Yoo ne obedo ma odiny tutwal.,Arai erot ngol loeswapit noi.,Geri du ase be tre.
SALT-DEV-0353,dev,The appointment of Catherine Kusasira by President Museveni.,Pulezidenti Museveni yalonda Catherine Kusaasira.,Purezidenti Museveni okutoorana Catherine Kusasira.,Tim pa President Museveni me cimo Catherine Kusasira,Abu Museveni koseu Catherine Kusasira.,E'yo drile kari ni Museveni ni Catherine Kusasira ni pezuri
SALT-DEV-0354,dev,Her grandson visited her.,Muzukulu we yamukyalira.,Omwijunkuru we akamutaayaayira.,Latin pa wode obino ka limme.,Abu etataitike ipejok ngesi.,Eri ma a'bi mvia emu eri ndre.
SALT-DEV-0355,dev,The rain has reduced.,Enkuba ekendedde.,Enjura ekiire emikye,Rwom me cwe pa kot odok piny.,Adisiar edou.,Ozoo ma ongmbo omvi'i 'bo.
SALT-DEV-0356,dev,Strong surveillance improves the decision-making of health workers.,Enkola y'okunoonyereza ku byobulamu eyamba ku basawo okukola okusalawo okulungamu.,Okucondooza kw’amani omubyamagara nikuhwera abakozi b’ebyamagara okusharamu.,Bedo ki wang kabit tutwal ilo rwom me moko tam pa lutic me yot-kom.,Aingicio naka adekasinei ingarakini kotoma aitolomunun aseununeta nuka eswamak luka angaleu.,"Azo eti ondaza okporu ri orodri ru 'ba azi ngapi aro joa 'diyi dri, e'yo amazu."
SALT-DEV-0357,dev,Cancer treatment is expensive.,Kyetaagisa ssente nnyingi nnyo okujjanjaba ekirwadde kya kookolo.,Okujanjaba erwara ya kokoro nikitwara senti nyingi.,Wel cente me cango two kanca tek tutwal.,Epol etiai loka amukian ekansa.,Azo cancer niri ma atita ajeru
SALT-DEV-0358,dev,People cut down trees to get firewood.,Abantu batema emiti okusobola okufuna enku.,Ahantu nibatema emiti okugiihamu enku.,Dano tongo yat piny me nongo yen me tedo.,Etubutubete itunga ikito kanu adumun akito nuka aipo.,Ba yi pati yi oga va eja esuzu.
SALT-DEV-0359,dev,Confederation of African football compensation to Lagardere should encourage the re-opening of bidding rights.,Okuliyirira kw'akakiiko akaddukanya omupiira gw'ebigere mu Afirika eri Largadere kulina okukubiriza okuddamu okuggulawo abasigansimbi mu ddembe ly'abantu.,Okushashurwa oku kushemereire kugaruramu amaani abarikwenda kuhakanira okugura.,Cul ma dul me Confederation of African Football oculu ki Lagardere myero ocak yub me pyem me nongo tic.,Atacakinio naka ikapun luka Atukot Naka Emopira koAfrica mama ejai Largadre ibusakinit aisinyikokin ekisil loka atupakin nuedaunitai acamanar,Le ofeta Confederation of African Football ni Lagarde ni ofezuri ma nzi yi mile driwala azi ndazuri 'bazu mgbo ru.
SALT-DEV-0360,dev,He had to pay for the school textbook that he lost.,Yalina okusasulira ekitabo ky'essomero kye yabuza.,Akaba nateekwa kushashurira ekitabo ky'eishomero eki yaanagire.,En oculu pi buk me cukul ma en orwenyo.,Abeit ngesi aitac iitabon luka esomero luabu ngesi kotwania.,Eri asi nga ofeta ofe sukulu ma buku embatani erini avileri ma tia ra
SALT-DEV-0361,dev,This raises more questions than answers.,Kino kireetawo ebibuuzo ebirala bingi.,Eki nikiretaho ebibuzo bingi kukiira ebigarukwamu.,Man kelo lapeny madwong makwato lagam.,Eyangauni na aingiseta nuipu adepar abongonokineta.,Diri e'yo zita eji angiri aga e'yo omviza ra
SALT-DEV-0362,dev,The available tools are no longer useful.,Eby'okukozesa ebiriwo tebikyagasa.,Ebikozesebwa ebiriho tibikyiine mugasho.,Jami tic matye kombedi ticgi dong peke.,Mam bobo iboro luejaasi eraasi luingarakinete jokan.,Afa ci ecozu azi ngazu 'diyi ma orodri curu'do yo
SALT-DEV-0363,dev,Why do most musicians prefer to use nicknames rather than their real names?,Lwaki abayimbi bangi baagala nnyo okukozesa amannya amalala ge beetuuma mu kifo ky'okukozesa amannya gaabwe gennyini?,Nahabwaki abeshongozi bari kukunda kozesa amaziina gekikuryo kusinga amazina gabo genyini.,Pingo luwer mukene gitiyo ki nying aconya.,Kanukinyo etapitotor ayook luipu aitosom amaeta itia aitosom ikiroriakec luka abeit?,Ba ongo co'ba 'diyi le ru 'dazri ma ayuzu aga yi ma ru mgbari ra a'disi?
SALT-DEV-0364,dev,The church receives donations that are unaccounted for.,Ekkanisa efuna obugabirizi naye tebumanyikiddwako kye bukola oba gye bulaga.,Ekanisa neetunga obuhwezi obu etarikubaasa kuha enshohoza yaabwo.,Ot lega ni nongo lim me nono  ma pe kitito kor ticce,Edumununei ekanisa ikapun lumam iwadikatai.,Kanisa ni afa fezu 'bani ayuta ni ma dria e'yo nizu ku 'diyi isu ra
SALT-DEV-0365,dev,She has used the money to start up a vegetable garden on one acre of land.,Akozesezza ssente okutandikawo ennimiro y'enva endiirwa ku bugazi bw'ettaka lya yiika emu.,Akoresize esente okutandikaho omusiri gw'emboga ahari hiika emwe y'eitaka.,En otiyo ki cente ne me yabo poto me pot dek i eka acel me ngom,Etwasam ngesi ikapun kanu ageuna amusiri na idiasio amututa adiope.,Eri ayu robia 'da amvu tibi ini eyini ni e'dozu nyaku heka alu ni ma dria
SALT-DEV-0366,dev,Social media is one of the channels used to spread the gospel of God.,Emikuttu emigattabantu gye gimu ku makubo agakozesebwa okubunyisa enjiri ya Katonda.,Sosho midiya n'omuringo gumwe gw'okubuurira engiri ya Ruhanga.,Kabedo me nywako lok me intanet tye yo acel me tiko lok pa lubanga bot dano.,Erai elago epone ediope loitosomao kanu alimonokin akirot naka edeke.,Geri e'yo o'yuzaniri eri geri azi alu 'bani ayule e'yo bari Munguniri erezuri'i
SALT-DEV-0367,dev,There are allegations of doctors stealing and selling drugs to private pharmacies.,Waliwo ebyogerebwa eby'abasawo okubba n'okutunda eddagala mu matundiro g'eddagala ag'obwannannyini.,"Nikigambwa ngu ba dokita nibaiba kandi baguza emibazi omumatundiro gaayo, agatari ga Gavumenti.",Koko tye i kom lutic yoto kom kwalo yadi ci gi cato bot joo ma cato yadi woko,Elimilimitai ebe ekokoete imurok ka agwelanar ikee lu itunga.,E'yo azi efupi dakitari eyini aro oguzu azini ozizu dukani aro ozizu gameteni ku 'diyi ma alea ri ma dria ri ci
SALT-DEV-0368,dev,The government has the power to influence activities in all organisations.,Gavumenti erina obuyinza okusalawo enzirukanya y'emirimu mu bitongole byonna.,Gavumenti eine amaani g'okumanya emirimo yoona omu bitongore.,Gamente tye ki twero me doro tic ma time idul mapatpat,Ejaas apugan keda apedor na acamakin aswamisinei nu oriongeta kere.,Gamete ma okpo ti suzu 'yeta dria amuti ndundu eyini 'diyi ma alea ri ci
SALT-DEV-0369,dev,Shall land wrangles ever end?,Enkayaana z'ettaka zirikoma?,Enkayaana z'eitaka ziraahwa?,Ci ada laro lok me ngom bigik?,Epote kereka ingungeta luka alupok ainang?,Awata e'yo nyaku ni 'diyi  si 'diyi we nga yi de ra?
SALT-DEV-0370,dev,Most of the markets in Uganda lack enough space for expansion.,Obutale obusinga mu Uganda tebuyina bibangirizi we buyinza kugaziyirizibwa.,"Obutare bwingi omu Uganda, tibwine myanya erikumara okubushanjuura.",Pol pa cuk ma i Uganda gi peke ki kabedo me medo dit gi,Isokonin luipu ko Uganda emamei apak na ilosikina kanu aitanyanyario.,Cu abari kari Uganda niri ma alea 'diyi ma angu eyini ani eyi edrizu yo
SALT-DEV-0371,dev,I ask them to give me a room so I can work from there.,Nnabasaba bampe ekisenge mwe mba nkolera.,Nimbashaba okumpa ekishengye ahindakorere.,Apenyogi wek gumiya kicika mo wek atim ie ticca.,Abu eong engit kesi ainakin eong agola napedoria eong aswam kotoma.,Ma zi yi madri  jo ale fezu mani azi ngazu engazu 'daa
SALT-DEV-0372,dev,Officials at the launch of the water recovery plant.,Abakungu bali ku mukolo gw'okuggulawo ekyuma ekikekkereza amazzi.,Abakozi aha runaku rw'okutongoza ekyoma ky'okucendeeza amaizi.,Ludito tic ma gubedo kayabo nyonyo ma nongo  pii,Eswamak luka  etolomak acuma naka akipi.,Azi'ba e'yo okalamvu yii omvizani ma ti ziria 'diyi
SALT-DEV-0373,dev,Do you think the teacher will be angry if we miss our classes today?,Olowooza omusomesa anaanyiiga singa tetubaawo mu kibiina leero?,Noteekyereza ngu omwegyesa naza kutukwatirwa ekiniga ku turayoshe erizooba?,Tyeka I tamo ni lapwony cwinye bicwer ka wa keng kwan I kilac nino matin?,Iwomit jo ebe ebuni esisianakinan anyunyurikin arai itwania oni alosit atukot lolo?,Mini egarisi embapini nga ovu aokosi aka kilasi ama vile 'diyi ece raria ra?
SALT-DEV-0374,dev,The birds ate the maize grains from the corn.,Ebinnyonyi byalya empeke za kasooli.,Ebinyonyi bikarya enjuma kuruga aha kicoori.,Winyo ocamo nyig anyogi ducu.,Apotu akweny konyamat emudunga.,Aria yi onya kaka efi engazu kaka rpati ma uarisi.
SALT-DEV-0375,dev,Ancestral land is usually inherited.,Ettaka ly'obujjaja  bulijjo lya nsikirano.,Eitaka ry'ekika nibarihungura.,Ngom tekwaro ipol kare ki lako alaka,Alupok nu ateker eraas nu iruminono.,ꞌBa oꞌdu driasi nyaku aꞌbiniri esu engazu aꞌbi vu.
SALT-DEV-0376,dev,Every smartphone can have access to the internet.,Buli ssimu ey'okuseereza esobola okubaako yintaneeti.,Buri simu eya simaati neezaho Intaneeti.,Cim weng me diro manyen ma kilwongo ni 'smart phone' twero kubbe i internet.,Kangolisimu loerai simat epedori alomar olago.,Simu smart phone ru 'diyi dria eco ali internet ni ri ayu indi
SALT-DEV-0377,dev,Our headteacher shall address the school tomorrow.,Omukulu w'essomero lyaffe ajja okwogerako eri essomero enkya.,"Mukuru w'eishomero ryaitu, naija kugamba nyenkyakare.",Ladit wi gang kwanwa obi loko ki gang kwan diki,Elosi apolon esomero kosi aijaikin einer nejaas idwe moi.,Dricere amavileri ni e'yo nze 'ba sukulu'a 'diyi be drusi
SALT-DEV-0378,dev,The committee chairman calls for transparency during the allocation of these funds.,Ssentebe w'akakiiko asabye obwerufu mu ngabanya y'obuyambi buno.,"Mukuru w'entebe yakakiiko, naashaba abantu okuba abeesigwa omu kukozesa esente ezi.",Won kom me committee waco ni omyero ada obed tye i kare me poko cente eni,Abu eceyaman loka ekomiti ilip eswamae loajokan kapak na akorakinere ikapun lu.,Bili ei Komiti niri ai 'ba eyi aa'zu e'yo ada be sa'wa robia awazu e'yo ndundu eyi 'yezu risi
SALT-DEV-0379,dev,He cut off some of the branches from the mango tree.,Yatema amatabi agamu ag'omuti gw'omuyembe.,Akakongooraho gamwe aha mataagi agabiire gari ahamuti gw'omuyembe.,En onguno jang yat muyeme mukene woko.,Abu ngesi kotub atenun ace kotoma okitoi loka emiebe.,Eri oli arakala azi 'diyi engazu mengu pati ruarisi ra.
SALT-DEV-0380,dev,East African countries spend more on defense than any other sector of government.,Ensi za East Afirika zisaasaanya nnyo ku bukuumi okusinga ekintu ekirala kyonna.,Amahanga g'oburugwa-izooba bwa Afirica nigashohoza sente nyingi ahaby'okwerinda kukira ebindi bitongore bya gavumenti.,Lobe me tung kunyango me del col ki tiyo ki cente madwong loyo I genge adwir loyo dul mukene I gamente,Itosomaete akwapin nuko Kide naka African ikapun luipu toma ayuwara adepar toma orionget ediokere.,Kari Africa ma kala etuni efuria leru 'diyi aje ayu e'yo ageyitema niri ma dria aga esele azi gamete ni 'diyi ra
SALT-DEV-0381,dev,Many road accidents happen at night.,Obubenje bw'oku nguudo obusinga bubaawo kiro.,Butandu enyingyi az'ahanguto nizibaho nyekyiro.,Pol can me gudu maro time I dye wor.,Akangasia nuipu nuka orotin iswamaununos kware.,Drileonzi nzila dria 'diyi yi o'ye ini si karakara
SALT-DEV-0382,dev,The ministry of lands is handling land-related matters and cases countrywide.,Minisitule ky'ebyettaka ekola ku ensonga wamu n'emisango egyekuusa ku ttaka okwetooloola eggwanga lyonna.,Minisiture y'ebyeitaka neekora ahashonga ezikwatiraine neitaka hamwe n'emishango omwihanga ryona.,Minictry me ngom tye ka neno lok ma kwako ngom ma aa ki ikabedo weng ma ilobo ni,Itemonokini eerionget loka lands ingungeta lu alupok kakwap kere.,Okalamvu nyaku niri ni e'yo ndundu nyaku eyi ma dria 'diyi ma aza ko kari 'di ma alea ndulu
SALT-DEV-0383,dev,Experts say the energy should be focused on fast resolving the administration issue,Abakugu bagamba amaanyi galina kusooka kuteekebwa ku kutereeza bukulembeze.,Abahangu nibagira ngu bashemereire kubanza kutamu amaani gashemereire kuteebwa omukwikirizana ahaby'obwebembezi omukitongole ekyo.,Ludiro owaco ni myero gudwok kero me lweny enoni i tyeko peki matye I lok me tela matye I dul ne.,Ebakasi ipiriotin ebe ibusakinit aswam kagogong kanu aitemokin ingungeta luka eyaitene.,Ba onita angiri pie 'diyi kini 'ba ma fe okpo tu ni e'yo dri ceza ni 'diyi otuzu'I
SALT-DEV-0384,dev,Our journey is ending today.,Olugendo lwaffe lukoma leero.,Orugyendo rweitu niruhwa erizooba .,Wotwa obugik tin.,Engatakin lolo alositekosi.,Ama vile aci ni i de andru.
SALT-DEV-0385,dev,The search for balance began to retreat with the arrival of cable television.,Okunoonya okwenkanyankanya kwakendeera oluvannyuma lwokujja kwa terefayina ez'okusasulira,Okuronda oburinganiza kikatandikaho bwanyima y’okwija kwa terevijoni.,Teme me nongo lok angeya ryoryo ocako doko nok inge donyo pa cable television,Abu eipud loka aijulakin kobu neayangaunete itelebiosionin luejaasi keda ewaiya.,E'yo afa yi 'bazi tro tro 'diyi e'do ti onze ecata amuti afa ondredreani television ru ri geri wayi tala siri ni si
SALT-DEV-0386,dev,The prices are not reducing anytime soon.,Kirabika ebbeeyi y'amafuta egenda kusigala waggulu okumala ekiseera.,Emihendo y'ebintu terikwija kusharuka juuba.,Wel pe obudok cen macokki.,Mam itiaisinei epote adisiar kapak naeyapie.,Aje nde ngani emvi vile mbeleru ku
SALT-DEV-0387,dev,He expressed a desire to see the United States of Africa.,Yali ayagala okulaba amawanga ga Afirika nga gagattiddwa wamu okufuuka eggwanga limu eriyitibwa United States of Africa.,Ayine ekyetengo kyihango kureba ekibuga kya Africa.,Onyuto miti ne me neno ni lobo del col oribbe me doko lobo acel.,Abu ngesi kitodu eipud loka aanyun United States loka Africa.,Ece asisile I'ni lezu e'yo kari 'ba ini ru 'diyi ni ti ecizu ri ndre zu ra
SALT-DEV-0388,dev,The campaign will take place in the four days of October for a district in Uganda.,Kaweefube ajja kutwala ennaku nnya mu gwekkumi mu buli disitulikiti mu Uganda.,Ehururu neija kukorwa omu biro bina by'okwezi kwaikumi omu Disiturikiti z'omu Uganda.,Pwony man bitime pi nino angwen idwer me apar pi distrik mo acel iUganda,Ebeit ekampein ajaikin aparasia awongon nu olap lo itomonet kanu edisitrikt ko Uganda.,E'yo mile oziza niri ni mu o'du 'du su imba mudri si distrikiti azi kari Uganda niri ni ni ma alea
SALT-DEV-0389,dev,The government should organise training programs for health workers.,Gavumenti eyina okuteekateka okutendekebwa kw'abasawo.,Gavumenti zishemereire kutebekanisa emishomo ya bashaho.,Gamente omyero obed ki yub me pwonye pi lutic yoto kom,Ekot apugan aitemokin ainapeta lu aitutonoro kanu eswamak lu adekis.,Le gamete ma otu otita imbatani 'diyi azi'ba e'yo rua alanisi 'diyini
SALT-DEV-0390,dev,There was a bad smell of sewage in the whole area when a sewerage pipe burst.,Omudumu gwa kazambi bwe gwayabika ekivundu kyabuna ekitundu kyonna.,Hakaba hariho ekyinukye kyibi kya kazambi  omu mwanya gwona ahanyima y'orupira gwa kazambi kwatika,Ma paipo otyer ngwec konye ocako duny oromo piny ducu.,Ajai ewuria loka aronon noi aiboisit akawulo na apaipo naka echoloni abwangar.,Azanga onzikanyaru yi ondiruriniri de angu ma alia ndulu payipu yi ondi vilerini afizurisi.
SALT-DEV-0391,dev,Corrupt government officials should be investigated.,Abakungu ba gavumenti abalya enguzi basaanidde okunoonyerezebwako.,Abakozi ba gavumenti abarikurya enguzi baine kucondoozibwa.,Myero kitim kwed i kom lutic pa gamente ma lucamcana.,Ibusakinit aingic eswamak luka apugan luemidicete apiyai.,Ba ma onda e'yo azi'ba gamete ni anyambolo ru 'diyi ni 'diyi ma vuti ra
SALT-DEV-0392,dev,The commission has handed in its provisional report.,Ekitongole kiwaddeyo lipoota yaakyo esooka.,Kaamishana ahaireyo ripoota y'amangu.,Dul ne omiyo adwogi tic gi mapud pe obedo me agiki ne.,Ejaik ekomision eripootake loka apak naedit.,Commission fe e'yo oko o'duko siza erini ri ni bo
SALT-DEV-0393,dev,There are limited opportunities outside the state to sponsor an effective opposition.,Waliwo omwagaanya mutono nnyo wabweru wa gavumenti okuvujjirira okuvuganya okulungi.,"Oihireho gavumenti, nteekateeka endiijo eyaakubaasa kushashurira ebibiina by'obutegyeki.",Gum me nongo cente ki woko me culu pi loc pa dul ma pe cwako gamente ki tye manok,Ikidioko arerengusio kinga naka akwap naka aigang etepegak luiswamaete.,Drila ecozu atita fezu 'ba ageti atiza kililiru dri kari ma kala amveleruria'diyi were
SALT-DEV-0394,dev,The suspect is detained at the police station.,Ateeberezebwa okuzza emisango akuumirwa ku poliisi.,Ori kuteekateekwaho nibamukumira aha poriisi.,Ngat ma kibyeko ni obedo labal kitye ka gwokone i polic citecen.,Ejai loitosotai idaritai kopolis.,Ba bi 'ba egale eza e'yoniri polisia.
